CIK,Year,Quarter,Total Revenue,Net Income,EPS,Operating Margin
0000019617,2021,3,29647.00,11687.00,3.74,N/A
0000019617,2022,1,30717.00,8282.00,2.63,N/A
0000019617,2022,2,30715.00,8649.00,2.76,N/A
0000019617,2022,3,32716.00,9737.00,3.12,41.38
0000019617,2023,1,38349.00,12622.00,4.11,47.60
0000019617,2023,2,41307.00,14472.00,4.75,49.57
0000019617,2023,3,39874.00,13151.00,4.33,N/A
0000019617,2024,1,41934.00,13419.00,4.44,45.70
0000019617,2024,2,50200.00,18149.00,6.12,N/A
0000019617,2024,3,42654.00,12898.00,4.37,47.08
0000021344,2001,1,4479.00,863.00,0.35,28.60
0000021344,2001,2,5293.00,1118.00,0.45,28.60
0000021344,2001,3,5397.00,1074.00,0.43,24.30
0000021344,2002,1,4079.00,-125.00,-0.05,30.70
0000021344,2002,2,5368.00,1290.00,0.52,30.80
0000021344,2002,3,5322.00,1161.00,0.47,29.00
0000021344,2003,1,4498.00,835.00,0.34,23.90
0000021344,2003,2,5691.00,1362.00,0.55,28.10
0000021344,2003,3,5662.00,1223.00,0.50,25.60
0000021344,2004,1,5078.00,1127.00,0.46,28.60
0000021344,2004,2,5965.00,1584.00,0.65,30.20
0000021344,2004,3,5662.00,935.00,0.39,19.40
0000021344,2005,1,5266.00,1002.00,0.42,25.80
0000021344,2005,2,6310.00,1723.00,0.72,31.30
0000021344,2005,3,6037.00,1283.00,0.54,24.70
0000021344,2006,1,5226.00,1106.00,0.47,26.70
0000021344,2006,2,6476.00,1836.00,0.78,31.50
0000021344,2006,3,6454.00,1460.00,0.62,25.74
0000021344,2007,1,6103.00,1262.00,0.55,26.70
0000021344,2007,2,7733.00,1851.00,0.80,29.40
0000021344,2007,3,7690.00,1654.00,0.72,23.79
0000021344,2008,1,7379.00,1500.00,0.65,25.40
0000021344,2008,2,9046.00,1422.00,0.61,29.56
0000021344,2008,3,8393.00,1890.00,0.82,26.05
0000021344,2009,1,7169.00,1348.00,0.58,26.00
0000021344,2009,2,8267.00,2037.00,0.88,29.50
0000021344,2009,3,8044.00,1896.00,0.82,26.74
0000021344,2010,1,7525.00,1614.00,0.70,29.02
0000021344,2010,2,8674.00,2369.00,1.03,31.82
0000021344,2010,4,8426.00,2055.00,0.89,27.82
0000021344,2011,1,10517.00,1900.00,0.83,21.66
0000021344,2011,2,12737.00,2797.00,1.22,24.90
0000021344,2011,3,12248.00,2243.00,0.97,22.45
0000021344,2012,1,11137.00,2054.00,0.91,22.50
0000021344,2012,2,13085.00,2788.00,1.24,25.16
0000021344,2012,3,12340.00,2311.00,0.51,22.63
0000021344,2013,1,11035.00,1751.00,0.39,21.82
0000021344,2013,2,12749.00,2676.00,0.60,25.44
0000021344,2013,3,12030.00,2447.00,0.55,20.56
0000021344,2014,1,10576.00,1619.00,0.37,22.46
0000021344,2014,2,12574.00,2595.00,0.59,25.22
0000021344,2014,3,11976.00,2114.00,0.48,22.63
0000021344,2015,1,10711.00,1557.00,0.36,21.42
0000021344,2015,2,12156.00,3108.00,0.71,20.85
0000021344,2015,3,11427.00,1449.00,0.33,20.82
0000021344,2016,1,10282.00,1483.00,0.34,20.82
0000021344,2016,2,11539.00,3448.00,0.80,24.77
0000021344,2016,3,10633.00,1046.00,0.24,21.35
0000021344,2017,1,9118.00,1184.00,0.28,21.73
0000021344,2017,2,9702.00,1371.00,0.32,21.41
0000021344,2017,3,9078.00,1447.00,0.34,23.36
0000021344,2018,1,7626.00,1400.00,0.32,23.75
0000021344,2018,2,8927.00,2331.00,0.54,30.56
0000021344,2018,3,8245.00,1818.00,0.44,30.63
0000021344,2019,1,8020.00,1703.00,0.39,29.13
0000021344,2019,2,9997.00,2607.00,0.61,29.88
0000021344,2019,3,9507.00,2593.00,0.61,26.29
0000021344,2020,1,8601.00,2775.00,0.65,27.67
0000021344,2020,2,7150.00,1779.00,0.41,27.68
0000021344,2020,3,8652.00,1737.00,0.40,26.56
0000021344,2021,1,9020.00,2245.00,0.52,30.19
0000021344,2021,2,10129.00,2641.00,0.61,29.78
0000021344,2021,3,10042.00,2475.00,0.57,28.85
0000021344,2022,1,10491.00,2793.00,0.64,32.47
0000021344,2022,3,11325.00,1905.00,0.44,20.67
0000021344,2023,1,10980.00,3113.00,0.72,30.65
0000021344,2023,2,11972.00,2547.00,0.59,20.08
0000021344,2023,3,11953.00,3087.00,0.71,27.35
0000021344,2024,1,11300.00,3177.00,0.74,18.94
0000021344,2024,2,12363.00,2411.00,0.56,21.30
0000021344,2024,3,11854.00,2848.00,0.66,21.17
0000034088,2001,1,57300.00,5000.00,1.45,N/A
0000034088,2001,2,56184.00,4460.00,0.66,12.24
0000034088,2001,3,52113.00,3180.00,0.46,10.06
0000034088,2002,1,43531.00,2090.00,0.30,7.72
0000034088,2002,2,50909.00,2640.00,0.40,8.43
0000034088,2002,3,54182.00,2640.00,0.39,8.30
0000034088,2003,1,63780.00,7040.00,1.05,10.17
0000034088,2003,2,57165.00,4170.00,0.63,7.30
0000034088,2003,3,59841.00,3650.00,0.55,9.97
0000034088,2004,1,67602.00,5440.00,0.83,13.25
0000034088,2004,2,70693.00,5790.00,0.89,13.41
0000034088,2004,3,76375.00,5680.00,0.88,12.48
0000034088,2005,1,82051.00,7860.00,1.23,15.73
0000034088,2005,2,88568.00,7640.00,1.21,N/A
0000034088,2005,3,100717.00,9920.00,1.60,15.93
0000034088,2006,1,88980.00,8400.00,1.38,17.36
0000034088,2006,2,99034.00,10360.00,1.74,18.38
0000034088,2006,3,99593.00,10490.00,1.79,18.53
0000034088,2007,1,87223.00,9280.00,1.62,15.58
0000034088,2007,2,98350.00,10260.00,1.85,18.23
0000034088,2007,3,102337.00,9410.00,1.72,N/A
0000034088,2008,1,116854.00,10890.00,2.05,17.29
0000034088,2008,2,138072.00,11680.00,2.25,16.09
0000034088,2008,3,137737.00,14830.00,2.89,18.98
0000034088,2009,1,64028.00,4550.00,0.92,12.25
0000034088,2009,2,74457.00,3950.00,0.82,10.09
0000034088,2009,3,82260.00,4730.00,0.98,11.19
0000034088,2010,1,90251.00,6300.00,1.33,13.43
0000034088,2010,2,92486.00,7560.00,1.61,13.73
0000034088,2010,3,95298.00,7350.00,1.44,13.55
0000034088,2011,1,114004.00,10650.00,2.14,16.59
0000034088,2011,2,125486.00,10680.00,2.19,14.83
0000034088,2011,3,125330.00,10330.00,2.13,15.00
0000034088,2012,1,124053.00,9450.00,2.00,14.12
0000034088,2012,2,127363.00,15910.00,3.41,20.57
0000034088,2012,3,115706.00,9570.00,2.09,14.97
0000034088,2013,1,108807.00,9500.00,2.12,14.75
0000034088,2013,2,106469.00,6860.00,1.55,12.00
0000034088,2013,3,112372.00,7870.00,1.79,N/A
0000034088,2014,1,106773.00,9100.00,2.10,14.26
0000034088,2014,2,111647.00,8780.00,2.05,12.67
0000034088,2014,3,107490.00,8070.00,1.89,12.47
0000034088,2015,1,67618.00,4940.00,1.17,9.94
0000034088,2015,2,74113.00,4190.00,1.00,9.50
0000034088,2015,3,67344.00,4240.00,1.01,8.54
0000034088,2016,1,48707.00,1810.00,0.43,N/A
0000034088,2016,2,57694.00,1700.00,0.41,4.15
0000034088,2016,3,58677.00,2650.00,0.63,5.50
0000034088,2017,1,63287.00,4010.00,0.95,6.09
0000034088,2017,2,60825.00,3350.00,0.78,6.83
0000034088,2017,3,66165.00,3970.00,0.93,8.44
0000034088,2018,1,68211.00,4650.00,1.09,7.13
0000034088,2018,2,73501.00,3950.00,0.92,9.06
0000034088,2018,3,76605.00,6240.00,1.46,11.85
0000034088,2019,1,63625.00,2350.00,0.55,6.74
0000034088,2019,2,69091.00,3130.00,0.73,N/A
0000034088,2019,3,65049.00,3170.00,0.75,7.81
0000034088,2020,1,56158.00,-610.00,-0.14,-0.46
0000034088,2020,2,32605.00,-1080.00,-0.26,-5.03
0000034088,2020,3,46199.00,-680.00,-0.15,-0.80
0000034088,2021,1,59147.00,2730.00,0.64,6.51
0000034088,2021,2,67742.00,4690.00,1.10,9.32
0000034088,2021,3,73786.00,6750.00,1.57,13.02
0000034088,2022,1,90500.00,5480.00,1.28,9.45
0000034088,2022,2,115681.00,17850.00,4.21,21.52
0000034088,2022,3,112070.00,19660.00,4.68,22.69
0000034088,2023,1,86644.00,11430.00,2.79,19.41
0000034088,2023,2,82914.00,7880.00,1.94,14.04
0000034088,2023,3,90760.00,9070.00,2.25,15.10
0000034088,2024,1,83083.00,8220.00,2.06,14.88
0000034088,2024,2,93060.00,9240.00,2.14,14.68
0000034088,2024,3,90016.00,8610.00,1.92,14.47
0000066740,2001,1,4170.00,453.00,1.14,17.67
0000066740,2001,2,4079.00,202.00,0.51,8.19
0000066740,2001,3,3967.00,394.00,1.00,15.63
0000066740,2002,1,3890.00,452.00,1.16,18.32
0000066740,2002,2,4161.00,466.00,1.19,16.48
0000066740,2002,3,4143.00,545.00,1.40,20.54
0000066740,2003,1,4318.00,502.00,1.29,18.08
0000066740,2003,2,4580.00,619.00,1.58,20.92
0000066740,2003,3,4616.00,663.00,0.85,22.33
0000066740,2004,1,4939.00,722.00,0.92,22.60
0000066740,2004,2,5012.00,773.00,0.99,23.70
0000066740,2004,3,4969.00,775.00,0.99,23.80
0000066740,2005,1,5166.00,809.00,1.05,23.70
0000066740,2005,2,5294.00,776.00,1.01,24.20
0000066740,2005,3,5382.00,853.00,1.12,24.00
0000066740,2006,1,5595.00,899.00,1.19,24.50
0000066740,2006,2,5688.00,882.00,1.17,20.66
0000066740,2006,3,5858.00,894.00,1.20,22.91
0000066740,2007,1,5937.00,1368.00,1.88,35.40
0000066740,2007,2,6142.00,917.00,1.28,22.73
0000066740,2007,3,6177.00,960.00,1.34,23.07
0000066740,2008,1,6463.00,988.00,1.40,23.22
0000066740,2008,2,6739.00,945.00,1.35,21.50
0000066740,2008,3,6558.00,991.00,1.43,23.07
0000066740,2009,1,5089.00,518.00,0.75,15.78
0000066740,2009,2,5719.00,783.00,1.12,20.84
0000066740,2009,3,6193.00,957.00,1.36,23.86
0000066740,2010,1,6348.00,930.00,1.31,22.76
0000066740,2010,2,6731.00,1121.00,1.57,23.71
0000066740,2010,3,6874.00,1106.00,1.55,22.93
0000066740,2011,1,7311.00,1081.00,1.52,21.58
0000066740,2011,2,7680.00,1160.00,1.63,21.55
0000066740,2011,3,7531.00,1088.00,1.54,21.00
0000066740,2012,1,7486.00,1125.00,1.61,21.83
0000066740,2012,2,7534.00,1167.00,1.68,22.94
0000066740,2012,3,7497.00,1161.00,1.68,22.38
0000066740,2013,1,7634.00,1129.00,1.63,21.56
0000066740,2013,2,7752.00,1197.00,1.74,21.94
0000066740,2013,3,7916.00,1230.00,1.81,21.95
0000066740,2014,1,7831.00,1207.00,1.83,21.91
0000066740,2014,2,8134.00,1267.00,1.94,22.83
0000066740,2014,3,8137.00,1303.00,2.02,23.37
0000066740,2015,1,7578.00,1199.00,1.88,22.82
0000066740,2015,2,7686.00,1300.00,2.06,23.93
0000066740,2015,3,7712.00,1296.00,2.09,24.33
0000066740,2016,1,7409.00,1275.00,2.10,24.12
0000066740,2016,2,7662.00,1291.00,2.13,24.34
0000066740,2016,3,7709.00,1329.00,2.20,24.72
0000066740,2017,1,7685.00,1323.00,2.21,23.09
0000066740,2017,2,7810.00,1583.00,2.65,27.97
0000066740,2017,3,8172.00,1429.00,2.39,24.98
0000066740,2018,1,8278.00,602.00,1.01,12.16
0000066740,2018,2,8390.00,1857.00,3.14,28.63
0000066740,2018,3,8152.00,1543.00,2.64,24.72
0000066740,2019,1,7863.00,891.00,1.54,14.45
0000066740,2019,2,8171.00,1127.00,1.95,20.82
0000066740,2019,3,7991.00,1583.00,2.75,25.14
0000066740,2020,1,8075.00,1292.00,2.24,20.60
0000066740,2020,2,7176.00,1290.00,2.24,24.23
0000066740,2020,3,8350.00,1413.00,2.45,22.86
0000066740,2021,1,8851.00,1624.00,2.80,22.52
0000066740,2021,2,8950.00,1524.00,2.62,22.02
0000066740,2021,3,8942.00,1434.00,2.47,19.99
0000066740,2022,1,8829.00,1299.00,2.27,18.58
0000066740,2022,2,8702.00,78.00,0.14,1.26
0000066740,2022,3,8619.00,3859.00,6.79,48.22
0000066740,2023,1,8031.00,976.00,1.77,15.44
0000066740,2023,2,8325.00,-6841.00,-12.35,-107.60
0000066740,2023,3,8312.00,-2075.00,-3.74,-31.94
0000066740,2024,1,8003.00,928.00,1.67,18.74
0000066740,2024,2,6255.00,1145.00,2.07,20.33
0000066740,2024,3,6294.00,1372.00,2.49,20.91
0000070858,2001,1,7584.00,1870.00,1.16,38.49
0000070858,2001,2,8771.00,2023.00,1.26,35.83
0000070858,2001,3,8633.00,841.00,0.52,N/A
0000070858,2002,1,8593.00,2179.00,1.41,38.43
0000070858,2002,2,8575.00,2221.00,1.45,N/A
0000070858,2002,3,8522.00,2235.00,1.49,N/A
0000070858,2003,1,8894.00,2424.00,1.62,40.67
0000070858,2003,2,9620.00,2738.00,1.83,42.45
0000070858,2003,3,9743.00,2922.00,1.96,43.65
0000070858,2004,1,9518.00,2681.00,1.86,41.75
0000070858,2004,2,13021.00,3849.00,1.89,N/A
0000070858,2004,3,12560.00,3764.00,0.93,44.97
0000070858,2005,1,14022.00,4695.00,1.16,50.24
0000070858,2005,2,14015.00,4296.00,1.07,46.00
0000070858,2005,3,14607.00,4127.00,1.03,42.40
0000070858,2006,1,17677.00,4986.00,1.08,42.40
0000070858,2006,2,18228.00,5475.00,1.21,46.62
0000070858,2006,3,18653.00,5416.00,1.20,N/A
0000070858,2007,1,18093.00,5255.00,1.18,43.24
0000070858,2007,2,19563.00,5761.00,1.29,N/A
0000070858,2007,3,15929.00,3698.00,0.83,33.63
0000070858,2008,1,17003.00,1210.00,0.23,N/A
0000070858,2008,2,20315.00,3410.00,0.73,24.20
0000070858,2008,3,19621.00,1177.00,0.15,7.70
0000070858,2009,1,35758.00,4247.00,0.44,15.03
0000070858,2009,2,32774.00,3224.00,0.33,7.26
0000070858,2009,3,26035.00,-1001.00,-0.26,-7.59
0000070858,2010,1,31969.00,3182.00,0.28,N/A
0000070858,2010,2,29153.00,3123.00,0.28,13.02
0000070858,2010,3,26700.00,-7647.00,-0.77,-1.93
0000070858,2011,1,26877.00,2049.00,0.17,N/A
0000070858,2011,2,13483.00,-8826.00,-0.90,-93.65
0000070858,2011,3,28702.00,6232.00,0.56,N/A
0000070858,2012,1,22485.00,653.00,0.03,N/A
0000070858,2012,2,22202.00,2463.00,0.19,N/A
0000070858,2012,3,20428.00,340.00,0.00,N/A
0000070858,2013,1,23408.00,1483.00,0.10,N/A
0000070858,2013,2,22949.00,4012.00,0.32,N/A
0000070858,2013,3,21743.00,2497.00,0.20,N/A
0000070858,2014,1,22767.00,-514.00,-0.05,N/A
0000070858,2014,2,21960.00,2291.00,0.19,N/A
0000070858,2014,3,21434.00,-232.00,-0.04,3.06
0000070858,2015,1,21421.00,3357.00,0.27,N/A
0000070858,2015,2,22345.00,5320.00,0.45,34.67
0000070858,2015,3,20913.00,4508.00,0.37,N/A
0000070858,2016,1,19727.00,2680.00,0.21,N/A
0000070858,2016,2,20398.00,4232.00,0.36,N/A
0000070858,2016,3,21635.00,4955.00,0.41,33.76
0000070858,2017,1,22248.00,4856.00,0.41,N/A
0000070858,2017,2,22829.00,5269.00,0.46,36.69
0000070858,2017,3,21839.00,5587.00,0.48,N/A
0000070858,2018,1,23125.00,6918.00,0.62,N/A
0000070858,2018,2,22609.00,6784.00,0.64,N/A
0000070858,2018,3,22777.00,7167.00,0.66,N/A
0000070858,2019,1,23004.00,6869.00,0.70,N/A
0000070858,2019,2,23084.00,7348.00,0.75,N/A
0000070858,2019,3,22807.00,5777.00,0.56,N/A
0000070858,2020,1,22767.00,4010.00,0.40,N/A
0000070858,2020,2,22326.00,3533.00,0.38,17.02
0000070858,2020,3,20336.00,4881.00,0.51,N/A
0000070858,2021,1,22821.00,8050.00,0.86,N/A
0000070858,2021,2,21466.00,9224.00,1.03,37.45
0000070858,2021,3,22766.00,7691.00,0.85,N/A
0000070858,2022,1,23228.00,7067.00,0.80,33.93
0000070858,2022,2,22688.00,6247.00,0.73,N/A
0000070858,2022,3,24502.00,7082.00,0.81,N/A
0000070858,2023,1,26258.00,8161.00,0.94,34.60
0000070858,2023,2,25197.00,7408.00,0.88,N/A
0000070858,2023,3,25167.00,7802.00,0.90,N/A
0000070858,2024,1,25818.00,6674.00,0.76,N/A
0000070858,2024,2,25377.00,6897.00,0.83,N/A
0000070858,2024,3,25345.00,6896.00,0.81,28.89
0000077476,2001,1,4539.00,498.00,0.34,16.30
0000077476,2001,2,5281.00,652.00,0.45,17.20
0000077476,2001,3,6906.00,627.00,0.35,14.10
0000077476,2002,1,5101.00,651.00,0.37,18.60
0000077476,2002,2,6178.00,888.00,0.50,20.13
0000077476,2002,3,6376.00,969.00,0.55,20.70
0000077476,2003,1,5530.00,777.00,0.45,20.50
0000077476,2003,2,12068.00,1786.00,1.04,20.90
0000077476,2003,3,18898.00,2863.00,1.66,21.00
0000077476,2004,1,6131.00,804.00,0.46,18.40
0000077476,2004,2,13201.00,1863.00,1.07,19.30
0000077476,2004,3,20458.00,3227.00,1.90,19.86
0000077476,2005,1,6585.00,912.00,0.53,18.90
0000077476,2005,2,14282.00,2106.00,1.25,19.60
0000077476,2005,3,8184.00,864.00,0.52,20.53
0000077476,2006,1,7205.00,1019.00,0.61,18.70
0000077476,2006,2,15804.00,2377.00,1.43,19.70
0000077476,2006,3,8950.00,1481.00,0.88,20.30
0000077476,2007,1,7350.00,1096.00,0.65,19.30
0000077476,2007,2,16957.00,2653.00,1.62,19.90
0000077476,2007,3,10171.00,1743.00,1.08,20.30
0000077476,2008,1,8333.00,1148.00,0.70,18.64
0000077476,2008,2,19278.00,2847.00,1.76,19.40
0000077476,2008,3,11244.00,1576.00,1.01,17.65
0000077476,2009,1,8263.00,1135.00,0.73,19.20
0000077476,2009,2,18855.00,2795.00,1.78,20.00
0000077476,2009,3,29935.00,4512.00,2.87,20.10
0000077476,2010,1,9368.00,1430.00,0.90,8.96
0000077476,2010,2,24169.00,3033.00,1.90,13.65
0000077476,2010,3,39683.00,4955.00,3.11,15.38
0000077476,2011,1,11937.00,1143.00,0.72,14.50
0000077476,2011,2,28764.00,3049.00,1.91,15.57
0000077476,2011,3,46346.00,5028.00,3.14,15.94
0000077476,2012,1,12428.00,1127.00,0.71,13.90
0000077476,2012,4,16458.00,1488.00,0.95,14.43
0000077476,2012,3,45538.00,4517.00,2.86,15.10
0000077476,2013,1,12581.00,1075.00,0.69,13.17
0000077476,2013,2,29388.00,3085.00,1.97,15.40
0000077476,2013,3,46297.00,4998.00,3.20,15.10
0000077476,2014,1,12623.00,1216.00,0.79,14.30
0000077476,2014,2,29517.00,3194.00,2.08,15.93
0000077476,2014,3,46735.00,5202.00,3.40,16.15
0000077476,2015,1,12217.00,1221.00,0.81,14.70
0000077476,2015,2,28140.00,3201.00,2.14,16.70
0000077476,2015,3,16331.00,533.00,0.36,8.67
0000077476,2016,1,11862.00,931.00,0.64,13.70
0000077476,2016,2,27257.00,2936.00,2.01,16.81
0000077476,2016,3,43284.00,4928.00,3.39,17.11
0000077476,2017,1,12049.00,1318.00,0.91,16.00
0000077476,2017,2,27759.00,3423.00,2.38,17.70
0000077476,2017,3,16240.00,2144.00,1.50,18.40
0000077476,2018,1,12562.00,1343.00,0.94,14.40
0000077476,2018,2,28652.00,3163.00,2.23,16.88
0000077476,2018,3,45137.00,5661.00,3.97,17.01
0000077476,2019,1,12884.00,1413.00,1.00,15.60
0000077476,2019,2,29333.00,3448.00,2.46,16.16
0000077476,2019,3,17188.00,2100.00,1.50,16.61
0000077476,2020,1,13881.00,1338.00,0.96,13.90
0000077476,2020,2,29826.00,2984.00,2.15,14.23
0000077476,2020,3,47917.00,5275.00,3.79,15.14
0000077476,2021,1,14820.00,1714.00,1.24,15.60
0000077476,2021,2,34037.00,4072.00,2.94,15.98
0000077476,2021,3,20189.00,2224.00,1.61,15.64
0000077476,2022,1,16200.00,4261.00,3.08,32.50
0000077476,2022,2,36425.00,5690.00,4.09,20.16
0000077476,2022,3,21971.00,2702.00,1.96,15.26
0000077476,2023,1,17846.00,1932.00,1.40,14.70
0000077476,2023,2,40168.00,4680.00,3.40,15.65
0000077476,2023,3,23453.00,3092.00,2.25,17.12
0000077476,2024,1,18250.00,2042.00,1.48,14.90
0000077476,2024,2,40751.00,5125.00,3.71,16.60
0000077476,2024,3,23319.00,2930.00,2.13,16.60
0000080424,2001,1,9511.00,893.00,0.63,13.70
0000080424,2001,3,9766.00,1104.00,0.83,18.00
0000080424,2001,4,10403.00,1299.00,0.98,17.92
0000080424,2002,1,9900.00,1039.00,0.74,16.70
0000080424,2002,3,10796.00,1464.00,1.10,20.20
0000080424,2002,4,11005.00,1494.00,1.13,20.40
0000080424,2003,1,10656.00,1273.00,0.91,18.40
0000080424,2003,3,12195.00,1761.00,1.33,21.70
0000080424,2003,4,13221.00,1818.00,1.38,20.70
0000080424,2004,1,13029.00,1528.00,1.09,17.70
0000080424,2004,3,13744.00,2001.00,0.73,20.90
0000080424,2005,2,14452.00,2039.00,0.79,21.20
0000080424,2005,1,14287.00,1720.00,0.67,18.80
0000080424,2005,3,14793.00,2029.00,0.77,20.70
0000080424,2005,4,18337.00,2546.00,0.76,21.20
0000080424,2006,1,17250.00,2211.00,0.63,19.40
0000080424,2006,3,18785.00,2698.00,0.79,21.60
0000080424,2006,4,19725.00,2862.00,0.84,22.10
0000080424,2007,1,18694.00,2512.00,0.74,19.50
0000080424,2007,3,20199.00,3079.00,0.92,21.90
0000080424,2007,4,21575.00,3270.00,0.98,21.90
0000080424,2008,1,20463.00,2710.00,0.82,20.10
0000080424,2008,3,22026.00,3348.00,1.03,21.30
0000080424,2008,4,20368.00,5004.00,1.58,20.90
0000080424,2009,1,18417.00,2613.00,0.84,20.30
0000080424,2009,3,19807.00,3307.00,1.06,22.50
0000080424,2009,4,21027.00,4659.00,1.49,22.10
0000080424,2010,1,19178.00,2585.00,0.83,20.70
0000080424,2010,3,20122.00,3081.00,1.02,22.40
0000080424,2010,4,21347.00,3333.00,1.11,20.00
0000080424,2011,1,20230.00,2873.00,0.96,18.60
0000080424,2011,3,21917.00,3024.00,1.03,19.80
0000080424,2011,4,22135.00,1690.00,0.57,12.40
0000080424,2012,1,20194.00,2411.00,0.85,16.30
0000080424,2012,3,20739.00,2814.00,1.00,19.10
0000080424,2012,4,22175.00,4057.00,1.46,20.30
0000080424,2013,1,20598.00,2566.00,0.92,16.52
0000080424,2013,3,21205.00,3027.00,1.09,19.60
0000080424,2013,4,22280.00,3428.00,1.24,20.40
0000080424,2014,1,20559.00,2609.00,0.94,16.80
0000080424,2014,3,20792.00,2020.00,0.71,14.10
0000080424,2015,2,20161.00,2372.00,0.85,19.60
0000080424,2015,1,18142.00,2153.00,0.77,17.30
0000080424,2015,3,16527.00,2601.00,0.91,22.80
0000080424,2015,4,16915.00,3206.00,1.16,22.80
0000080424,2016,1,15755.00,2750.00,1.00,21.10
0000080424,2016,3,16518.00,2714.00,0.99,22.83
0000080424,2016,4,16856.00,7875.00,2.88,23.00
0000080424,2017,3,15605.00,2522.00,0.96,21.54
0000080424,2017,4,17395.00,2495.00,0.96,23.00
0000080424,2018,1,16281.00,2511.00,0.95,20.24
0000080424,2018,3,16690.00,3211.00,1.26,21.30
0000080424,2018,4,17438.00,3216.00,1.25,22.33
0000080424,2019,3,16462.00,2745.00,1.07,19.63
0000080424,2019,4,18240.00,3743.00,1.41,24.60
0000080424,2020,1,17214.00,2917.00,1.15,20.07
0000080424,2020,3,19318.00,4308.00,1.63,27.30
0000080424,2020,4,19745.00,3887.00,1.47,27.20
0000080424,2021,1,18109.00,3249.00,1.26,20.90
0000080424,2021,3,20338.00,4126.00,1.61,24.70
0000080424,2021,4,20953.00,4242.00,1.66,24.70
0000080424,2022,1,19381.00,3355.00,1.37,20.76
0000080424,2022,3,20612.00,3963.00,1.57,24.00
0000080424,2022,4,20773.00,3959.00,1.63,23.04
0000080424,2023,1,20068.00,3424.00,1.37,21.17
0000080424,2023,3,21871.00,4556.00,1.83,26.40
0000080424,2023,4,21441.00,3493.00,1.44,20.66
0000080424,2024,1,20195.00,3781.00,1.52,22.10
0000080424,2024,3,21737.00,3987.00,1.61,26.70
0000080424,2024,4,21882.00,4659.00,1.88,26.20
0000200406,2001,1,7791.00,1500.00,1.08,27.47
0000200406,2001,2,8342.00,1482.00,0.49,25.50
0000200406,2001,3,8238.00,1529.00,0.50,14.90
0000200406,2002,1,8743.00,1834.00,0.60,29.98
0000200406,2002,2,9073.00,1654.00,0.55,26.76
0000200406,2002,3,9079.00,1725.00,0.58,13.50
0000200406,2003,1,9821.00,2070.00,0.70,11.80
0000200406,2003,2,10332.00,1210.00,0.41,19.90
0000200406,2003,3,10455.00,2072.00,0.70,28.20
0000200406,2004,1,11559.00,2493.00,0.84,30.32
0000200406,2004,2,11484.00,2458.00,0.83,29.90
0000200406,2004,3,11553.00,2341.00,0.79,17.70
0000200406,2005,1,12832.00,2927.00,0.98,31.64
0000200406,2005,2,12762.00,2676.00,0.90,26.70
0000200406,2005,3,12310.00,2625.00,0.88,28.90
0000200406,2006,1,12992.00,3305.00,1.11,35.50
0000200406,2006,2,13363.00,2820.00,0.96,27.00
0000200406,2006,3,13287.00,2760.00,0.95,27.60
0000200406,2007,1,15037.00,2573.00,0.89,25.00
0000200406,2007,2,15131.00,3081.00,1.06,26.60
0000200406,2007,3,14970.00,2548.00,0.88,21.83
0000200406,2008,1,16194.00,3598.00,1.27,29.30
0000200406,2008,2,16450.00,3327.00,1.18,26.60
0000200406,2008,3,15921.00,3310.00,1.19,26.90
0000200406,2009,1,15026.00,3507.00,1.27,30.90
0000200406,2009,2,15239.00,3208.00,1.16,27.95
0000200406,2009,3,15081.00,3345.00,1.21,28.14
0000200406,2010,1,15631.00,4526.00,1.64,40.20
0000200406,2010,2,15330.00,3449.00,1.25,27.53
0000200406,2010,3,14982.00,3417.00,1.24,28.20
0000200406,2011,1,16173.00,3476.00,1.27,27.87
0000200406,2011,2,16597.00,2776.00,1.01,20.62
0000200406,2011,3,16005.00,3202.00,1.17,25.70
0000200406,2012,1,16139.00,3910.00,1.43,31.30
0000200406,2012,2,16475.00,1408.00,0.51,12.35
0000200406,2012,3,17052.00,2968.00,1.08,21.26
0000200406,2013,1,17505.00,3497.00,1.25,27.87
0000200406,2013,2,17877.00,3833.00,1.36,28.35
0000200406,2013,3,17575.00,2982.00,1.06,22.04
0000200406,2014,1,18115.00,4727.00,1.67,31.08
0000200406,2014,2,19495.00,4326.00,1.53,30.60
0000200406,2014,3,18467.00,4749.00,1.69,30.21
0000200406,2015,1,17374.00,4320.00,1.55,30.76
0000200406,2015,2,17787.00,4516.00,1.63,27.64
0000200406,2015,3,17102.00,3358.00,1.21,27.10
0000200406,2016,1,17482.00,4292.00,1.56,30.30
0000200406,2016,2,18482.00,3997.00,1.46,30.10
0000200406,2016,3,17820.00,4272.00,1.56,29.87
0000200406,2017,1,17766.00,4422.00,1.63,30.94
0000200406,2017,2,18839.00,3827.00,1.42,29.00
0000200406,2017,3,19650.00,3764.00,1.40,24.40
0000200406,2018,1,20009.00,4367.00,1.63,28.43
0000200406,2018,2,20830.00,3954.00,1.47,26.24
0000200406,2018,3,20348.00,3934.00,1.47,21.70
0000200406,2019,1,20021.00,3749.00,1.41,22.10
0000200406,2019,2,20562.00,5607.00,2.11,26.30
0000200406,2019,3,20729.00,1753.00,0.67,28.42
0000200406,2020,1,20691.00,5796.00,2.20,28.26
0000200406,2020,2,18336.00,3626.00,1.38,21.76
0000200406,2020,3,21082.00,3554.00,1.35,20.90
