CIK,Year,Quarter,Total Revenue,Net Income,EPS,Operating Margin
0001141391,2021,1,4155.00,1828.00,1.84,52.90
0001141391,2021,2,4528.00,2066.00,2.09,51.66
0001141391,2021,3,4985.00,2414.00,2.45,54.49
0001141391,2022,1,5167.00,2631.00,2.69,57.07
0001141391,2022,2,5497.00,2275.00,2.34,54.90
0001141391,2022,3,5756.00,2499.00,2.59,54.04
0001141391,2023,1,5748.00,2361.00,2.48,54.55
0001141391,2023,2,6269.00,2845.00,3.01,58.36
0001141391,2023,3,6533.00,3198.00,3.40,58.83
0001141391,2024,1,6348.00,3011.00,3.23,56.79
0001141391,2024,2,6961.00,3258.00,3.51,58.00
0001141391,2024,3,7369.00,3263.00,3.54,54.33
0001318605,2010,2,28.41,-38.52,-5.04,-110.42
0001318605,2010,3,31.24,-34.94,-0.38,-121.08
0001318605,2011,1,49.03,-48.94,-0.51,-96.63
0001318605,2011,2,58.17,-58.90,-0.60,-101.00
0001318605,2011,3,57.67,-65.08,-0.63,-111.85
0001318605,2012,1,30.17,-89.87,-0.86,-294.30
0001318605,2012,2,26.65,-105.60,-1.00,-398.38
0001318605,2012,3,50.10,-110.80,-1.05,-216.59
0001318605,2013,1,561.79,11.25,0.10,-0.99
0001318605,2013,2,405.14,-30.50,-0.26,-2.91
0001318605,2013,3,431.35,-38.50,-0.32,-7.09
0001318605,2014,1,620.54,-49.80,-0.40,-7.09
0001318605,2014,2,769.35,-61.90,-0.50,-3.74
0001318605,2014,3,851.80,-74.71,-0.60,-4.59
0001318605,2015,1,939.88,-154.18,-1.22,-10.91
0001318605,2015,2,955.00,-184.23,-1.45,-17.81
0001318605,2015,3,936.79,-229.86,-1.78,-19.62
0001318605,2016,1,1147.05,-282.27,-2.13,-21.63
0001318605,2016,2,1270.02,-293.19,-2.09,-18.73
0001318605,2016,3,2298.44,21.88,0.15,3.72
0001318605,2017,1,2696.27,-330.28,-2.04,-9.55
0001318605,2017,2,2789.56,-336.40,-2.04,-8.64
0001318605,2017,3,2984.68,-619.38,-3.70,-17.94
0001318605,2018,1,3408.75,-709.55,-4.19,-17.51
0001318605,2018,2,4002.23,-717.54,-4.22,-15.53
0001318605,2018,3,6824.41,311.52,1.82,6.11
0001318605,2019,1,4541.46,-702.14,-4.10,-11.49
0001318605,2019,2,6349.68,-408.33,-2.31,-2.64
0001318605,2019,3,6303.00,143.00,0.80,4.14
0001318605,2020,1,5985.00,16.00,0.09,4.73
0001318605,2020,2,6036.00,104.00,0.56,5.42
0001318605,2020,3,8771.00,369.00,0.32,9.23
0001318605,2021,1,10389.00,438.00,0.46,5.72
0001318605,2021,2,11958.00,1142.00,1.18,10.97
0001318605,2021,3,13757.00,1659.00,1.62,14.57
0001318605,2022,1,18756.00,3318.00,3.20,19.21
0001318605,2022,2,16934.00,2269.00,2.18,14.55
0001318605,2022,3,21454.00,3331.00,1.05,17.19
0001318605,2023,1,23329.00,2513.00,0.80,11.43
0001318605,2023,2,24927.00,2703.00,0.78,9.62
0001318605,2023,3,23350.00,1853.00,0.58,7.55
0001318605,2024,1,21301.00,1129.00,0.37,5.50
0001318605,2024,2,25500.00,1478.00,0.46,6.29
0001318605,2024,3,25182.00,2167.00,0.68,10.79
0001326801,2014,1,2502.00,642.00,0.25,42.96
0001326801,2014,2,2910.00,791.00,0.31,47.73
0001326801,2014,3,3203.00,806.00,0.31,43.60
0001326801,2015,1,3543.00,512.00,0.18,26.33
0001326801,2015,2,4042.00,719.00,0.26,31.49
0001326801,2015,3,4501.00,896.00,0.32,32.43
0001326801,2016,1,5382.00,1510.00,0.53,37.30
0001326801,2016,2,6436.00,2055.00,0.72,42.66
0001326801,2016,3,7011.00,2379.00,0.82,44.53
0001326801,2017,1,8032.00,3064.00,1.04,41.42
0001326801,2017,2,9321.00,3894.00,1.34,47.21
0001326801,2017,3,10328.00,4707.00,1.59,49.57
0001326801,2018,1,11966.00,4988.00,1.72,45.53
0001326801,2018,2,13231.00,5106.00,1.76,44.28
0001326801,2018,3,13727.00,5137.00,1.78,42.11
0001326801,2019,1,15077.00,2429.00,0.85,22.00
0001326801,2019,2,16886.00,2616.00,0.92,27.39
0001326801,2019,3,17652.00,6091.00,2.12,41.00
0001326801,2020,1,17737.00,4902.00,1.72,33.22
0001326801,2020,2,18687.00,5178.00,1.82,31.90
0001326801,2020,3,21470.00,7846.00,2.75,37.44
0001326801,2021,1,26171.00,9497.00,3.30,43.00
0001326801,2021,2,29077.00,10394.00,3.67,42.52
0001326801,2021,3,29010.00,9194.00,3.27,35.92
0001326801,2022,1,27908.00,7465.00,2.74,30.54
0001326801,2022,2,28822.00,6687.00,2.47,28.99
0001326801,2022,3,27714.00,4395.00,1.64,20.43
0001326801,2023,1,28645.00,5709.00,2.21,25.21
0001326801,2023,2,31999.00,7788.00,3.03,29.35
0001326801,2023,3,34146.00,11583.00,4.50,40.24
0001326801,2024,1,36455.00,12369.00,4.86,37.90
0001326801,2024,2,39071.00,13465.00,5.31,38.00
0001326801,2024,3,40589.00,15688.00,6.20,42.76
0001403161,2007,4,1488.00,424.00,0.55,46.12
0001403161,2008,1,1453.00,314.00,0.39,24.01
0001403161,2008,3,1613.00,422.00,0.51,40.17
0001403161,2008,4,1739.00,574.00,0.55,55.57
0001403161,2009,1,1647.00,536.00,0.71,53.50
0001403161,2009,2,1646.00,729.00,0.97,49.94
0001403161,2009,4,1960.00,763.00,1.03,62.19
0001403161,2010,1,1959.00,713.00,0.97,57.31
0001403161,2010,2,2029.00,716.00,0.97,56.04
0001403161,2010,4,2238.00,884.00,1.23,61.02
0001403161,2011,1,2245.00,881.00,1.24,61.60
0001403161,2011,2,2322.00,1005.00,1.43,57.90
0001403161,2011,4,2547.00,1029.00,1.50,63.55
0001403161,2012,1,2578.00,1292.00,1.92,62.27
0001403161,2012,2,2565.00,-1839.00,-2.74,-101.66
0001403161,2012,4,2846.00,1293.00,1.94,63.21
0001403161,2013,1,2958.00,1270.00,1.93,62.89
0001403161,2013,2,3001.00,1225.00,1.89,60.91
0001403161,2013,4,3155.00,1407.00,2.21,65.80
0001403161,2014,1,3163.00,1598.00,2.53,64.78
0001403161,2014,2,3155.00,1360.00,2.17,64.03
0001403161,2015,1,3382.00,1569.00,2.53,66.17
0001403161,2015,2,3518.00,1697.00,0.69,64.28
0001403161,2015,4,3565.00,1941.00,0.80,67.17
0001403161,2016,1,3626.00,1707.00,0.71,67.10
0001403161,2016,2,3630.00,412.00,0.17,11.79
0001403161,2017,1,4461.00,2070.00,0.86,69.46
0001403161,2017,2,4565.00,2059.00,0.87,66.23
0001403161,2017,4,4862.00,2522.00,1.07,68.38
0001403161,2018,1,5073.00,2605.00,1.12,65.77
0001403161,2018,2,5240.00,2329.00,1.00,55.06
0001403161,2018,4,5506.00,2977.00,1.30,67.50
0001403161,2019,1,5494.00,2977.00,1.31,66.27
0001403161,2019,2,5840.00,3101.00,1.37,66.92
0001403161,2019,4,6054.00,3272.00,1.46,66.33
0001403161,2020,1,5854.00,3084.00,1.39,67.06
0001403161,2020,2,4837.00,2373.00,1.07,61.98
0001403161,2020,4,5687.00,3126.00,1.42,67.59
0001403161,2021,1,5729.00,3026.00,1.38,62.53
0001403161,2021,2,6130.00,2575.00,1.18,66.28
0001403161,2021,4,7059.00,3959.00,1.83,67.64
0001403161,2022,1,7189.00,3647.00,1.70,66.79
0001403161,2022,2,7275.00,3411.00,1.60,57.00
0001403161,2022,4,7936.00,4179.00,1.99,64.17
0001403161,2023,1,7985.00,4257.00,2.04,66.79
0001403161,2023,2,8123.00,4156.00,2.00,61.84
0001403161,2023,4,8634.00,4890.00,2.39,69.00
0001403161,2024,1,8775.00,4663.00,2.29,61.00
0001403161,2024,2,8900.00,4872.00,2.40,66.67
0001403161,2025,1,9510.00,5119.00,2.58,65.50
0001551152,2013,1,4329.00,968.00,0.61,30.13
0001551152,2013,2,4692.00,1068.00,0.67,30.97
0001551152,2013,3,4658.00,964.00,0.60,29.45
0001551152,2014,1,4563.00,980.00,0.61,29.60
0001551152,2014,2,4926.00,1098.00,0.69,30.77
0001551152,2014,3,5019.00,506.00,0.32,19.14
0001551152,2015,1,5040.00,1022.00,0.64,33.45
0001551152,2015,2,5475.00,1366.00,0.84,33.80
0001551152,2015,3,5944.00,1239.00,0.75,31.72
0001551152,2016,1,5958.00,1354.00,0.83,38.27
0001551152,2016,2,6452.00,1610.00,0.99,36.97
0001551152,2016,3,6432.00,1598.00,0.97,36.70
0001551152,2017,1,6538.00,1711.00,1.07,37.00
0001551152,2017,2,6944.00,1915.00,1.20,38.53
0001551152,2017,3,6995.00,1631.00,1.02,38.67
0001551152,2018,1,7934.00,2783.00,1.74,36.61
0001551152,2018,2,8278.00,1983.00,1.26,33.35
0001551152,2018,3,8236.00,2747.00,1.81,38.38
0001551152,2019,1,7828.00,2456.00,1.65,38.44
0001551152,2019,2,8255.00,741.00,0.49,41.20
0001551152,2019,3,8479.00,1884.00,1.27,30.86
0001551152,2020,1,8619.00,3010.00,2.02,41.79
0001551152,2020,2,10425.00,-738.00,-0.46,7.22
0001551152,2020,3,12902.00,2308.00,1.30,25.23
0001551152,2021,1,13010.00,3553.00,1.99,31.53
0001551152,2021,2,13959.00,766.00,0.42,31.80
0001551152,2021,3,14342.00,3179.00,1.78,30.01
0001551152,2022,1,13538.00,4490.00,2.51,34.85
0001551152,2022,2,14583.00,924.00,0.52,22.59
0001551152,2022,3,14812.00,3949.00,2.22,31.07
0001551152,2023,1,12225.00,239.00,0.13,22.63
0001551152,2023,2,13865.00,2024.00,1.14,32.55
0001551152,2023,3,13927.00,1778.00,1.00,16.38
0001551152,2024,1,12310.00,1369.00,0.77,22.73
0001551152,2024,2,14462.00,1370.00,0.77,27.64
0001551152,2024,3,14460.00,1561.00,0.88,26.49
0001652044,2015,3,18675.00,3979.00,5.80,25.20
0001652044,2016,1,20257.00,4207.00,6.12,26.35
0001652044,2016,2,21500.00,4877.00,7.11,27.77
0001652044,2016,3,22451.00,5061.00,7.36,25.70
0001652044,2017,1,24750.00,5426.00,7.85,26.56
0001652044,2017,2,26010.00,3524.00,5.09,15.89
0001652044,2017,3,27772.00,6732.00,9.71,28.02
0001652044,2018,1,31146.00,9401.00,13.53,22.49
0001652044,2018,2,32657.00,3195.00,4.60,8.60
0001652044,2018,3,33740.00,9192.00,13.21,24.63
0001652044,2019,1,36339.00,6657.00,9.58,18.18
0001652044,2019,2,38944.00,9947.00,14.33,23.57
0001652044,2019,3,40499.00,7068.00,10.20,22.67
0001652044,2020,1,41159.00,6836.00,9.96,19.38
0001652044,2020,2,38297.00,6959.00,10.21,16.65
0001652044,2020,3,46173.00,11247.00,16.55,24.29
0001652044,2021,1,55314.00,17930.00,26.63,29.70
0001652044,2021,2,61880.00,18525.00,27.69,31.29
0001652044,2021,3,65118.00,18936.00,28.44,32.30
0001652044,2022,1,68011.00,16436.00,24.90,29.52
0001652044,2022,2,69685.00,16002.00,1.22,27.90
0001652044,2022,3,69092.00,13910.00,1.07,24.79
0001652044,2023,1,69787.00,15051.00,1.18,24.95
0001652044,2023,2,74604.00,18368.00,1.45,29.27
0001652044,2023,3,76693.00,19689.00,1.56,27.83
0001652044,2024,1,80539.00,23662.00,1.91,31.62
0001652044,2024,2,84742.00,23619.00,1.91,32.35
0001652044,2024,3,88268.00,26301.00,2.14,32.29
