CIK,Ticker,Year,Quarter,Total Revenue,Net Income,Operating Margin,EPS,Stock Price
1652044,GOOG,2020,3,46173.0,11247.0,24.29,16.55,73.13
1652044,GOOG,2021,1,55314.0,17930.0,29.7,26.63,102.94
1652044,GOOG,2021,2,61880.0,18525.0,31.29,27.69,124.73
1652044,GOOG,2021,3,65118.0,18936.0,32.3,28.44,132.64
1652044,GOOG,2022,1,68011.0,16436.0,29.52,24.9,138.99
1652044,GOOG,2022,2,69685.0,16002.0,27.9,1.22,108.86
1652044,GOOG,2022,3,69092.0,13910.0,24.79,1.07,95.7
1652044,GOOG,2023,1,69787.0,15051.0,24.95,1.18,103.51
1652044,GOOG,2023,2,74604.0,18368.0,29.27,1.45,120.4
1652044,GOOG,2023,3,76693.0,19689.0,27.83,1.56,131.23
1652044,GOOG,2024,1,80539.0,23662.0,31.62,1.91,151.54
1652044,GOOG,2024,2,84742.0,23619.0,32.35,1.91,182.76
1652044,GOOG,2024,3,88268.0,26301.0,32.29,2.14,166.81
354950,HD,2000,2,12618.0,838.0,10.77,0.36,29.63
354950,HD,2000,3,11545.0,650.0,9.13,0.28,31.44
354950,HD,2001,2,12200.0,632.0,8.43,0.27,28.13
354950,HD,2001,3,14576.0,924.0,10.27,0.4,22.87
354950,HD,2002,1,14282.0,856.0,9.54,0.36,29.07
354950,HD,2002,2,16277.0,1182.0,11.54,0.5,21.99
354950,HD,2002,3,14475.0,940.0,10.34,0.4,15.65
354950,HD,2003,1,15104.0,907.0,9.59,0.4,14.68
354950,HD,2003,2,17989.0,1299.0,11.48,0.57,20.0
354950,HD,2003,3,16598.0,1147.0,10.98,0.5,19.27
354950,HD,2004,1,17550.0,1098.0,9.95,0.49,22.69
354950,HD,2004,2,19960.0,1545.0,12.31,0.7,21.43
354950,HD,2004,3,18772.0,1317.0,10.95,0.6,23.92
354950,HD,2005,1,18973.0,1247.0,10.5,0.58,23.44
354950,HD,2005,2,22305.0,1768.0,12.75,0.83,23.9
354950,HD,2005,3,20744.0,1538.0,11.92,0.72,23.5
354950,HD,2006,1,21461.0,1484.0,11.3,0.7,26.21
354950,HD,2006,2,26026.0,1862.0,12.2,0.9,22.27
354950,HD,2006,3,23085.0,1490.0,10.7,0.73,22.67
354950,HD,2007,1,21585.0,1046.0,8.5,0.53,23.23
354950,HD,2007,2,22184.0,1587.0,11.5,0.81,25.03
354950,HD,2007,3,18961.0,1091.0,9.3,0.6,20.76
354950,HD,2008,1,17907.0,356.0,4.1,0.21,18.21
354950,HD,2008,2,20990.0,1202.0,9.72,0.72,15.38
354950,HD,2008,3,17784.0,756.0,7.4,0.45,17.14
354950,HD,2009,1,16175.0,514.0,6.1,0.3,15.96
354950,HD,2009,2,19071.0,1116.0,9.6,0.66,16.16
354950,HD,2009,3,16361.0,689.0,7.7,0.41,18.37
354950,HD,2010,1,16863.0,725.0,7.7,0.43,22.66
354950,HD,2010,2,19410.0,1192.0,10.56,0.72,19.8
354950,HD,2010,3,16598.0,834.0,8.72,0.51,22.54
354950,HD,2011,1,16823.0,812.0,8.5,0.5,26.75
354950,HD,2011,2,20232.0,1363.0,11.34,0.87,26.34
354950,HD,2011,3,17326.0,934.0,9.32,0.6,24.08
354950,HD,2012,1,17808.0,1035.0,9.63,0.68,37.37
354950,HD,2012,3,20570.0,1532.0,12.5,1.02,45.34
354950,HD,2013,1,19124.0,1226.0,10.95,0.83,52.94
354950,HD,2013,2,22522.0,1795.0,13.41,1.25,59.06
354950,HD,2013,3,19470.0,1351.0,11.77,0.96,58.13
354950,HD,2014,1,19687.0,1379.0,11.57,1.0,61.29
354950,HD,2014,3,23811.0,2050.0,14.48,1.52,71.84
354950,HD,2015,1,20891.0,1579.0,12.4,1.21,89.85
354950,HD,2015,2,24829.0,2234.0,14.69,1.74,88.35
354950,HD,2015,3,21819.0,1725.0,13.66,1.35,92.29
354950,HD,2016,1,22762.0,1803.0,13.5,1.45,107.68
354950,HD,2016,2,26472.0,2441.0,15.5,1.98,103.58
354950,HD,2016,3,23154.0,1969.0,14.33,1.6,104.92
354950,HD,2017,1,23887.0,2014.0,14.01,1.68,121.09
354950,HD,2017,2,28108.0,2672.0,15.88,2.26,127.24
354950,HD,2017,3,25026.0,2165.0,14.7,1.85,136.47
354950,HD,2018,1,24947.0,2404.0,13.55,2.08,150.32
354950,HD,2018,2,30463.0,3506.0,16.09,3.06,165.46
354950,HD,2018,3,26302.0,2867.0,14.72,2.51,176.58
354950,HD,2019,1,26381.0,2513.0,13.63,2.27,165.78
354950,HD,2019,2,30839.0,3479.0,15.87,3.17,180.93
354950,HD,2019,3,27223.0,2769.0,14.5,2.53,203.09
354950,HD,2020,1,28260.0,2245.0,11.6,2.08,165.57
354950,HD,2020,2,38053.0,4332.0,15.94,4.02,223.48
354950,HD,2020,3,33536.0,3432.0,14.48,3.18,249.05
354950,HD,2021,1,37500.0,4145.0,15.42,3.86,276.96
354950,HD,2021,2,41118.0,4807.0,16.15,4.53,290.86
354950,HD,2021,3,36820.0,4129.0,15.74,3.92,300.92
354950,HD,2022,2,38908.0,4231.0,15.23,4.11,255.6
354950,HD,2022,3,38872.0,4339.0,15.81,4.24,258.83
354950,HD,2023,1,37257.0,3873.0,14.9,3.82,280.51
354950,HD,2023,2,42916.0,4659.0,15.34,4.65,297.39
354950,HD,2023,3,37710.0,3810.0,14.34,3.81,291.12
354950,HD,2024,1,36418.0,3600.0,13.9,3.63,374.29
354950,HD,2024,2,43175.0,4561.0,15.14,4.6,338.22
354950,HD,2024,3,40217.0,3648.0,13.47,3.67,400.54
200406,JNJ,2001,1,7791.0,1500.0,27.47,1.08,23.1
200406,JNJ,2001,2,8342.0,1482.0,25.5,0.49,26.48
200406,JNJ,2001,3,8238.0,1529.0,14.9,0.5,29.47
200406,JNJ,2002,1,8743.0,1834.0,29.98,0.6,34.76
200406,JNJ,2002,2,9073.0,1654.0,26.76,0.55,28.06
200406,JNJ,2002,3,9079.0,1725.0,13.5,0.58,29.14
200406,JNJ,2003,1,9821.0,2070.0,11.8,0.7,31.42
200406,JNJ,2003,2,10332.0,1210.0,19.9,0.41,28.19
200406,JNJ,2003,3,10455.0,2072.0,28.2,0.7,27.13
200406,JNJ,2004,1,11559.0,2493.0,30.32,0.84,28.05
200406,JNJ,2004,2,11484.0,2458.0,29.9,0.83,30.96
200406,JNJ,2004,3,11553.0,2341.0,17.7,0.79,31.47
200406,JNJ,2005,1,12832.0,2927.0,31.64,0.98,37.86
200406,JNJ,2005,2,12762.0,2676.0,26.7,0.9,36.82
200406,JNJ,2005,3,12310.0,2625.0,28.9,0.88,36.03
200406,JNJ,2006,1,12992.0,3305.0,35.5,1.11,34.09
200406,JNJ,2006,2,13363.0,2820.0,27.0,0.96,34.71
200406,JNJ,2006,3,13287.0,2760.0,27.6,0.95,37.83
200406,JNJ,2007,1,15037.0,2573.0,25.0,0.89,35.51
200406,JNJ,2007,2,15131.0,3081.0,26.6,1.06,36.55
200406,JNJ,2007,3,14970.0,2548.0,21.83,0.88,39.23
200406,JNJ,2008,1,16194.0,3598.0,29.3,1.27,39.24
200406,JNJ,2008,2,16450.0,3327.0,26.6,1.18,39.19
200406,JNJ,2008,3,15921.0,3310.0,26.9,1.19,42.47
200406,JNJ,2009,1,15026.0,3507.0,30.9,1.27,32.78
200406,JNJ,2009,2,15239.0,3208.0,27.95,1.16,35.72
200406,JNJ,2009,3,15081.0,3345.0,28.14,1.21,38.6
200406,JNJ,2010,1,15631.0,4526.0,40.2,1.64,41.98
200406,JNJ,2010,2,15330.0,3449.0,27.53,1.25,38.37
200406,JNJ,2010,3,14982.0,3417.0,28.2,1.24,40.63
200406,JNJ,2011,1,16173.0,3476.0,27.87,1.27,39.55
200406,JNJ,2011,2,16597.0,2776.0,20.62,1.01,44.78
200406,JNJ,2011,3,16005.0,3202.0,25.7,1.17,43.26
200406,JNJ,2012,1,16139.0,3910.0,31.3,1.43,45.62
200406,JNJ,2012,2,16475.0,1408.0,12.35,0.51,47.18
200406,JNJ,2012,3,17052.0,2968.0,21.26,1.08,48.56
200406,JNJ,2013,1,17505.0,3497.0,27.87,1.25,58.42
200406,JNJ,2013,2,17877.0,3833.0,28.35,1.36,61.99
200406,JNJ,2013,3,17575.0,2982.0,22.04,1.06,63.06
200406,JNJ,2014,1,18115.0,4727.0,31.08,1.67,72.47
200406,JNJ,2014,2,19495.0,4326.0,30.6,1.53,77.72
200406,JNJ,2014,3,18467.0,4749.0,30.21,1.69,79.72
200406,JNJ,2015,1,17374.0,4320.0,30.76,1.55,76.26
200406,JNJ,2015,2,17787.0,4516.0,27.64,1.63,74.42
200406,JNJ,2015,3,17102.0,3358.0,27.1,1.21,71.83
200406,JNJ,2016,1,17482.0,4292.0,30.3,1.56,84.47
200406,JNJ,2016,2,18482.0,3997.0,30.1,1.46,95.38
200406,JNJ,2016,3,17820.0,4272.0,29.87,1.56,93.5
200406,JNJ,2017,1,17766.0,4422.0,30.94,1.63,99.92
200406,JNJ,2017,2,18839.0,3827.0,29.0,1.42,106.84
200406,JNJ,2017,3,19650.0,3764.0,24.4,1.4,105.66
200406,JNJ,2018,1,20009.0,4367.0,28.43,1.63,105.46
200406,JNJ,2018,2,20830.0,3954.0,26.24,1.47,100.6
200406,JNJ,2018,3,20348.0,3934.0,21.7,1.47,115.31
200406,JNJ,2019,1,20021.0,3749.0,22.1,1.41,118.19
200406,JNJ,2019,2,20562.0,5607.0,26.3,2.11,118.56
200406,JNJ,2019,3,20729.0,1753.0,28.42,0.67,110.96
200406,JNJ,2020,1,20691.0,5796.0,28.26,2.2,113.96
200406,JNJ,2020,2,18336.0,3626.0,21.76,1.38,123.07
200406,JNJ,2020,3,21082.0,3554.0,20.9,1.35,131.15
200406,JNJ,2021,1,22321.0,6197.0,33.3,2.35,146.7
200406,JNJ,2021,2,23312.0,6278.0,26.84,2.38,147.96
200406,JNJ,2021,3,23338.0,3667.0,24.73,1.39,145.91
200406,JNJ,2022,1,23426.0,5149.0,25.02,1.96,162.21
200406,JNJ,2022,2,24020.0,4814.0,25.33,1.83,163.51
200406,JNJ,2022,3,23791.0,4458.0,26.52,1.7,151.49
200406,JNJ,2023,1,24746.0,-68.0,26.67,-0.03,145.7
200406,JNJ,2023,2,25530.0,5144.0,26.48,1.98,156.76
200406,JNJ,2023,3,21351.0,26028.0,26.64,10.32,148.58
200406,JNJ,2024,1,21383.0,3255.0,27.63,1.35,153.27
200406,JNJ,2024,2,22447.0,4686.0,27.9,1.95,142.76
200406,JNJ,2024,3,22471.0,2694.0,22.6,1.12,159.49
21344,KO,2001,1,4479.0,863.0,28.6,0.35,11.33
21344,KO,2001,2,5293.0,1118.0,28.6,0.45,11.34
21344,KO,2001,3,5397.0,1074.0,24.3,0.43,11.93
21344,KO,2002,1,4079.0,-125.0,30.7,-0.05,13.41
21344,KO,2002,2,5368.0,1290.0,30.8,0.52,14.43
21344,KO,2002,3,5322.0,1161.0,29.0,0.47,12.41
21344,KO,2003,1,4498.0,835.0,23.9,0.34,10.58
21344,KO,2003,2,5691.0,1362.0,28.1,0.55,12.19
21344,KO,2003,3,5662.0,1223.0,25.6,0.5,11.34
21344,KO,2004,1,5078.0,1127.0,28.6,0.46,13.4
21344,KO,2004,2,5965.0,1584.0,30.2,0.65,13.52
21344,KO,2004,3,5662.0,935.0,19.4,0.39,10.79
21344,KO,2005,1,5266.0,1002.0,25.8,0.42,11.37
21344,KO,2005,2,6310.0,1723.0,31.3,0.72,11.46
21344,KO,2005,3,6037.0,1283.0,24.7,0.54,11.93
21344,KO,2006,1,5226.0,1106.0,26.7,0.47,11.73
21344,KO,2006,2,6476.0,1836.0,31.5,0.78,12.14
21344,KO,2006,3,6454.0,1460.0,25.74,0.62,12.7
21344,KO,2007,1,6103.0,1262.0,26.7,0.55,13.83
21344,KO,2007,2,7733.0,1851.0,29.4,0.8,15.17
21344,KO,2007,3,7690.0,1654.0,23.79,0.72,16.77
21344,KO,2008,1,7379.0,1500.0,25.4,0.65,17.97
21344,KO,2008,2,9046.0,1422.0,29.56,0.61,15.45
21344,KO,2008,3,8393.0,1890.0,26.05,0.82,15.83
21344,KO,2009,1,7169.0,1348.0,26.0,0.58,13.41
21344,KO,2009,2,8267.0,2037.0,29.5,0.88,14.76
21344,KO,2009,3,8044.0,1896.0,26.74,0.82,16.66
21344,KO,2010,1,7525.0,1614.0,29.02,0.7,17.32
21344,KO,2010,2,8674.0,2369.0,31.82,1.03,15.92
21344,KO,2010,4,8426.0,2055.0,27.82,0.89,21.19
21344,KO,2011,1,10517.0,1900.0,21.66,0.83,21.53
21344,KO,2011,2,12737.0,2797.0,24.9,1.22,22.0
21344,KO,2011,3,12248.0,2243.0,22.45,0.97,22.24
21344,KO,2012,1,11137.0,2054.0,22.5,0.91,24.72
21344,KO,2012,2,13085.0,2788.0,25.16,1.24,26.29
21344,KO,2012,3,12340.0,2311.0,22.63,0.51,25.68
21344,KO,2013,1,11035.0,1751.0,21.82,0.39,27.77
21344,KO,2013,2,12749.0,2676.0,25.44,0.6,27.73
21344,KO,2013,3,12030.0,2447.0,20.56,0.55,26.38
21344,KO,2014,1,10576.0,1619.0,22.46,0.37,27.33
21344,KO,2014,2,12574.0,2595.0,25.22,0.59,30.17
21344,KO,2014,3,11976.0,2114.0,22.63,0.48,30.6
21344,KO,2015,1,10711.0,1557.0,21.42,0.36,29.53
21344,KO,2015,2,12156.0,3108.0,20.85,0.71,28.81
21344,KO,2015,3,11427.0,1449.0,20.82,0.33,29.72
21344,KO,2016,1,10282.0,1483.0,20.82,0.34,34.89
21344,KO,2016,2,11539.0,3448.0,24.77,0.8,34.36
21344,KO,2016,3,10633.0,1046.0,21.35,0.24,32.34
21344,KO,2017,1,9118.0,1184.0,21.73,0.28,32.99
21344,KO,2017,2,9702.0,1371.0,21.41,0.32,35.15
21344,KO,2017,3,9078.0,1447.0,23.36,0.34,35.56
21344,KO,2018,1,7626.0,1400.0,23.75,0.32,34.9
21344,KO,2018,2,8927.0,2331.0,30.56,0.54,35.56
21344,KO,2018,3,8245.0,1818.0,30.63,0.44,37.76
21344,KO,2019,1,8020.0,1703.0,29.13,0.39,38.95
21344,KO,2019,2,9997.0,2607.0,29.88,0.61,42.66
21344,KO,2019,3,9507.0,2593.0,26.29,0.61,45.94
21344,KO,2020,1,8601.0,2775.0,27.67,0.65,37.95
21344,KO,2020,2,7150.0,1779.0,27.68,0.41,38.67
21344,KO,2020,3,8652.0,1737.0,26.56,0.4,43.07
21344,KO,2021,1,9020.0,2245.0,30.19,0.52,46.73
21344,KO,2021,2,10129.0,2641.0,29.78,0.61,48.33
21344,KO,2021,3,10042.0,2475.0,28.85,0.57,47.22
21344,KO,2022,1,10491.0,2793.0,32.47,0.64,56.66
21344,KO,2022,3,11325.0,1905.0,20.67,0.44,51.94
21344,KO,2023,1,10980.0,3113.0,30.65,0.72,58.37
21344,KO,2023,2,11972.0,2547.0,20.08,0.59,57.1
21344,KO,2023,3,11953.0,3087.0,27.35,0.71,53.5
21344,KO,2024,1,11300.0,3177.0,18.94,0.74,59.4
21344,KO,2024,2,12363.0,2411.0,21.3,0.56,62.28
21344,KO,2024,3,11854.0,2848.0,21.17,0.66,70.8
1141391,MA,2006,2,846.49,-310.46,-32.37,-2.3,4.37
1141391,MA,2006,3,901.97,193.0,30.44,1.42,6.41
1141391,MA,2007,1,915.1,214.91,34.29,1.58,9.7
1141391,MA,2007,2,996.96,252.29,26.97,1.86,15.18
1141391,MA,2007,3,1082.85,314.46,32.63,2.32,13.54
1141391,MA,2008,1,1182.08,446.88,43.63,3.4,20.44
1141391,MA,2008,2,1246.5,-746.65,-98.8,-5.74,24.36
1141391,MA,2008,3,1338.18,-193.58,-20.87,-1.49,16.28
1141391,MA,2009,1,1156.1,367.26,48.56,2.81,15.4
1141391,MA,2009,2,1279.89,349.07,43.53,2.67,15.4
1141391,MA,2009,3,1364.28,452.2,49.36,3.46,18.62
1141391,MA,2010,1,1308.0,455.0,53.53,3.47,23.43
1141391,MA,2010,2,1365.0,458.0,52.53,3.5,18.42
1141391,MA,2010,3,1428.0,519.0,53.66,3.96,20.69
1141391,MA,2011,1,1501.0,562.0,55.63,4.31,23.28
1141391,MA,2011,2,1667.0,608.0,53.09,4.77,27.89
1141391,MA,2011,3,1818.0,717.0,55.1,5.65,29.37
1141391,MA,2012,1,1758.0,682.0,56.85,5.38,38.98
1141391,MA,2012,2,1820.0,700.0,53.52,5.56,39.89
1141391,MA,2012,3,1918.0,772.0,55.5,6.19,41.9
1141391,MA,2013,1,1906.0,766.0,58.07,6.25,50.28
1141391,MA,2013,2,2096.0,848.0,58.62,6.98,53.44
1141391,MA,2013,3,2218.0,879.0,56.24,7.3,62.65
1141391,MA,2014,1,2177.0,870.0,58.98,0.73,69.72
1141391,MA,2014,2,2377.0,931.0,58.19,0.8,68.67
1141391,MA,2014,3,2503.0,1015.0,56.73,0.88,69.19
1141391,MA,2015,1,2230.0,1020.0,60.58,0.89,81.14
1141391,MA,2015,2,2390.0,921.0,52.34,0.81,87.96
1141391,MA,2015,3,2530.0,977.0,54.15,0.86,84.94
1141391,MA,2016,1,2446.0,959.0,55.12,0.86,89.4
1141391,MA,2016,2,2694.0,983.0,51.24,0.89,83.48
1141391,MA,2016,3,2880.0,1184.0,57.99,1.08,96.68
1141391,MA,2017,1,2734.0,1081.0,55.09,1.0,107.27
1141391,MA,2017,2,3053.0,1177.0,54.14,1.1,116.06
1141391,MA,2017,3,3398.0,1430.0,57.11,1.34,135.19
1141391,MA,2018,1,3580.0,1492.0,51.01,1.42,168.22
1141391,MA,2018,2,3665.0,1569.0,52.85,1.5,189.01
1141391,MA,2018,3,3898.0,1899.0,58.7,1.83,214.37
1141391,MA,2019,1,3889.0,1862.0,56.89,1.81,227.39
1141391,MA,2019,2,4113.0,2048.0,58.25,2.01,255.83
1141391,MA,2019,3,4467.0,2108.0,59.47,2.08,262.96
1141391,MA,2020,1,4009.0,1693.0,55.1,1.68,234.49
1141391,MA,2020,2,3335.0,1420.0,51.2,1.41,287.49
1141391,MA,2020,3,3837.0,1513.0,54.89,1.51,329.23
1141391,MA,2021,1,4155.0,1828.0,52.9,1.84,347.48
1141391,MA,2021,2,4528.0,2066.0,51.66,2.09,356.72
1141391,MA,2021,3,4985.0,2414.0,54.49,2.45,340.11
1141391,MA,2022,1,5167.0,2631.0,57.07,2.69,350.5
1141391,MA,2022,2,5497.0,2275.0,54.9,2.34,309.84
1141391,MA,2022,3,5756.0,2499.0,54.04,2.59,279.68
1141391,MA,2023,1,5748.0,2361.0,54.55,2.48,358.61
1141391,MA,2023,2,6269.0,2845.0,58.36,3.01,388.72
1141391,MA,2023,3,6533.0,3198.0,58.83,3.4,391.86
1141391,MA,2024,1,6348.0,3011.0,56.79,3.23,478.09
1141391,MA,2024,2,6961.0,3258.0,58.0,3.51,438.58
1141391,MA,2024,3,7369.0,3263.0,54.33,3.54,491.64
1103982,MDLZ,2001,2,8692.0,505.0,15.71,0.33,11.43
1103982,MDLZ,2001,3,8056.0,503.0,14.6,0.29,12.67
1103982,MDLZ,2002,1,7147.0,693.0,18.24,0.4,14.35
1103982,MDLZ,2002,2,7513.0,901.0,21.55,0.52,15.26
1103982,MDLZ,2002,3,7216.0,869.0,21.62,0.5,13.64
1103982,MDLZ,2003,1,7359.0,848.0,20.23,0.49,10.64
1103982,MDLZ,2003,2,7841.0,949.0,20.78,0.55,12.34
1103982,MDLZ,2003,3,7480.0,810.0,18.87,0.47,11.25
1103982,MDLZ,2004,1,7693.0,560.0,12.85,0.33,12.35
1103982,MDLZ,2004,2,8205.0,698.0,15.13,0.41,12.29
1103982,MDLZ,2004,3,7831.0,779.0,16.0,0.46,12.39
1103982,MDLZ,2005,1,8059.0,713.0,14.36,0.42,13.06
1103982,MDLZ,2005,2,8334.0,472.0,15.0,0.28,12.65
1103982,MDLZ,2005,3,8057.0,674.0,14.25,0.4,12.26
1103982,MDLZ,2006,1,8123.0,1006.0,12.53,0.61,12.34
1103982,MDLZ,2006,2,8619.0,682.0,13.66,0.41,12.67
1103982,MDLZ,2006,3,8243.0,748.0,16.47,0.46,14.73
1103982,MDLZ,2007,1,8586.0,702.0,13.07,0.43,13.28
1103982,MDLZ,2007,2,9205.0,707.0,12.91,0.44,14.89
1103982,MDLZ,2007,3,9054.0,596.0,10.83,0.38,14.7
1103982,MDLZ,2008,1,10372.0,608.0,11.23,0.4,13.43
1103982,MDLZ,2008,2,11176.0,732.0,13.52,0.49,12.44
1103982,MDLZ,2008,3,10462.0,1398.0,9.9,0.95,14.44
1103982,MDLZ,2009,1,9396.0,660.0,13.5,0.45,10.06
1103982,MDLZ,2009,2,10162.0,827.0,15.06,0.56,11.57
1103982,MDLZ,2009,3,9803.0,824.0,14.47,0.56,12.13
1103982,MDLZ,2010,1,11318.0,1883.0,10.65,1.16,14.24
1103982,MDLZ,2010,2,12253.0,937.0,13.89,0.54,13.32
1103982,MDLZ,2010,3,11863.0,754.0,12.79,0.43,14.82
1103982,MDLZ,2011,1,12573.0,799.0,13.09,0.45,15.34
1103982,MDLZ,2011,2,13878.0,976.0,13.01,0.55,17.37
1103982,MDLZ,2011,3,13226.0,922.0,12.83,0.52,16.7
1103982,MDLZ,2012,1,13093.0,813.0,12.91,0.46,19.19
1103982,MDLZ,2012,2,13286.0,1029.0,14.15,0.58,19.65
1103982,MDLZ,2012,3,12909.0,652.0,12.79,0.37,21.2
1103982,MDLZ,2013,1,8744.0,568.0,9.54,0.32,23.87
1103982,MDLZ,2013,2,8595.0,616.0,10.07,0.34,22.34
1103982,MDLZ,2013,3,8472.0,1024.0,14.9,0.58,24.71
1103982,MDLZ,2014,1,8641.0,163.0,9.76,0.1,27.4
1103982,MDLZ,2014,2,8436.0,622.0,11.35,0.37,29.94
1103982,MDLZ,2014,3,8337.0,899.0,10.23,0.53,27.4
1103982,MDLZ,2015,1,7762.0,324.0,10.45,0.2,29.09
1103982,MDLZ,2015,2,7661.0,406.0,10.97,0.25,33.28
1103982,MDLZ,2015,3,6849.0,7266.0,113.9,4.52,34.01
1103982,MDLZ,2016,1,6455.0,554.0,11.18,0.35,32.85
1103982,MDLZ,2016,2,6302.0,464.0,10.13,0.3,37.42
1103982,MDLZ,2016,3,6396.0,548.0,10.97,0.35,36.25
1103982,MDLZ,2017,1,6414.0,630.0,13.1,0.41,35.88
1103982,MDLZ,2017,2,5986.0,498.0,10.71,0.33,36.13
1103982,MDLZ,2017,3,6530.0,992.0,18.08,0.66,34.2
1103982,MDLZ,2018,1,6765.0,938.0,18.09,0.63,35.47
1103982,MDLZ,2018,2,6112.0,323.0,7.87,0.22,35.04
1103982,MDLZ,2018,3,6288.0,1194.0,11.72,0.81,36.93
1103982,MDLZ,2019,1,6538.0,914.0,15.84,0.63,43.43
1103982,MDLZ,2019,2,6062.0,807.0,16.91,0.56,47.11
1103982,MDLZ,2019,3,6355.0,1423.0,13.78,0.98,48.6
1103982,MDLZ,2020,1,6707.0,753.0,12.77,0.53,44.49
1103982,MDLZ,2020,2,5911.0,545.0,12.07,0.38,45.68
1103982,MDLZ,2020,3,6665.0,1119.0,17.03,0.78,51.62
1103982,MDLZ,2021,1,7238.0,961.0,17.73,0.68,53.15
1103982,MDLZ,2021,2,6642.0,1078.0,13.13,0.77,56.98
1103982,MDLZ,2021,3,7182.0,1258.0,18.01,0.9,53.42
1103982,MDLZ,2022,1,7764.0,855.0,14.09,0.62,58.27
1103982,MDLZ,2022,2,7274.0,747.0,12.74,0.54,57.96
1103982,MDLZ,2022,3,7763.0,532.0,8.75,0.39,51.52
1103982,MDLZ,2023,1,9166.0,2081.0,16.41,1.52,66.25
1103982,MDLZ,2023,2,8507.0,944.0,16.74,0.69,69.68
1103982,MDLZ,2023,3,9029.0,984.0,15.27,0.72,66.7
1103982,MDLZ,2024,1,9290.0,1412.0,29.37,1.05,68.09
1103982,MDLZ,2024,2,8343.0,601.0,10.23,0.45,64.06
1103982,MDLZ,2024,3,9204.0,853.0,12.53,0.64,72.58
1326801,META,2012,2,1184.0,-157.0,-62.75,-0.08,30.95
1326801,META,2012,3,1262.0,-59.0,29.87,-0.02,21.56
1326801,META,2013,1,1458.0,219.0,25.57,0.09,25.46
1326801,META,2013,2,1813.0,333.0,31.0,0.14,24.76
1326801,META,2013,3,2016.0,425.0,36.51,0.17,49.99
1326801,META,2014,1,2502.0,642.0,42.96,0.25,59.96
1326801,META,2014,2,2910.0,791.0,47.73,0.31,66.97
1326801,META,2014,3,3203.0,806.0,43.6,0.31,78.67
1326801,META,2015,1,3543.0,512.0,26.33,0.18,81.83
1326801,META,2015,2,4042.0,719.0,31.49,0.26,85.37
1326801,META,2015,3,4501.0,896.0,32.43,0.32,89.48
1326801,META,2016,1,5382.0,1510.0,37.3,0.53,113.56
1326801,META,2016,2,6436.0,2055.0,42.66,0.72,113.74
1326801,META,2016,3,7011.0,2379.0,44.53,0.82,127.67
1326801,META,2017,1,8032.0,3064.0,41.42,1.04,141.38
1326801,META,2017,2,9321.0,3894.0,47.21,1.34,150.27
1326801,META,2017,3,10328.0,4707.0,49.57,1.59,170.07
1326801,META,2018,1,11966.0,4988.0,45.53,1.72,159.04
1326801,META,2018,2,13231.0,5106.0,44.28,1.76,193.41
1326801,META,2018,3,13727.0,5137.0,42.11,1.78,163.69
1326801,META,2019,1,15077.0,2429.0,22.0,0.85,165.91
1326801,META,2019,2,16886.0,2616.0,27.39,0.92,192.09
1326801,META,2019,3,17652.0,6091.0,41.0,2.12,177.24
1326801,META,2020,1,17737.0,4902.0,33.22,1.72,166.02
1326801,META,2020,2,18687.0,5178.0,31.9,1.82,226.0
1326801,META,2020,3,21470.0,7846.0,37.44,2.75,260.67
1326801,META,2021,1,26171.0,9497.0,43.0,3.3,293.15
1326801,META,2021,2,29077.0,10394.0,42.52,3.67,346.08
1326801,META,2021,3,29010.0,9194.0,35.92,3.27,337.8
1326801,META,2022,1,27908.0,7465.0,30.54,2.74,221.32
1326801,META,2022,2,28822.0,6687.0,28.99,2.47,160.49
1326801,META,2022,3,27714.0,4395.0,20.43,1.64,135.04
1326801,META,2023,1,28645.0,5709.0,25.21,2.21,210.95
1326801,META,2023,2,31999.0,7788.0,29.35,3.03,285.63
1326801,META,2023,3,34146.0,11583.0,40.24,4.5,298.8
1326801,META,2024,1,36455.0,12369.0,37.9,4.86,483.81
1326801,META,2024,2,39071.0,13465.0,38.0,5.31,502.89
1326801,META,2024,3,40589.0,15688.0,42.76,6.2,571.47
66740,MMM,2001,1,4170.0,453.0,17.67,1.14,22.26
66740,MMM,2001,2,4079.0,202.0,8.19,0.51,24.57
66740,MMM,2001,3,3967.0,394.0,15.63,1.0,21.31
66740,MMM,2002,1,3890.0,452.0,18.32,1.16,25.17
66740,MMM,2002,2,4161.0,466.0,16.48,1.19,27.05
66740,MMM,2002,3,4143.0,545.0,20.54,1.4,24.3
66740,MMM,2003,1,4318.0,502.0,18.08,1.29,29.02
66740,MMM,2003,2,4580.0,619.0,20.92,1.58,28.94
66740,MMM,2003,3,4616.0,663.0,22.33,0.85,31.14
66740,MMM,2004,1,4939.0,722.0,22.6,0.92,37.24
66740,MMM,2004,2,5012.0,773.0,23.7,0.99,41.12
66740,MMM,2004,3,4969.0,775.0,23.8,0.99,36.7
66740,MMM,2005,1,5166.0,809.0,23.7,1.05,39.7
66740,MMM,2005,2,5294.0,776.0,24.2,1.01,33.68
66740,MMM,2005,3,5382.0,853.0,24.0,1.12,34.37
66740,MMM,2006,1,5595.0,899.0,24.5,1.19,35.88
66740,MMM,2006,2,5688.0,882.0,20.66,1.17,38.49
66740,MMM,2006,3,5858.0,894.0,22.91,1.2,35.69
66740,MMM,2007,1,5937.0,1368.0,35.4,1.88,37.1
